word,translation
Ora cominciamo la partita.,Now let's begin the game.
Mary prese un emetico.,Mary took an emetic.
Il nome della ragazza di Ziri è Rima.,Ziri's girlfriend's name is Rima.
Non vuoi rispondere?,Do you not want to respond?
Tom ha scoperto cosa abbiamo fatto.,Tom found out about what we did.
Non sarò obbligata.,I won't be coerced.
Tom mi dice che te ne stai andando.,Tom tells me that you're leaving.
Tom parla più lentamente di Bill.,Tom speaks slower than Bill.
Non dovrete farlo.,You won't have to do that.
Tom non ha alcuna scelta.,Tom doesn't have any choice.
Sono grato per il tuo supporto.,I'm grateful for your support.
Quelli che dimenticano tutto sono felici.,Those who forget everything are happy.
"È confusa, vero?","You're confused, aren't you?"
Grazie della sua rapida risposta.,Thanks for your quick answer.
Hai visto Tom nudo?,Have you seen Tom naked?
Tom ha di nuovo fame.,Tom is hungry again.
Lui non sembra molto in salute.,He doesn't look very healthy.
Noi abbiamo circa la tua età.,We are about your age.
Ho lavorato tutta la mattina.,I've been working all morning.
Loro le credevano.,They believed you.
Siete famose ora.,You're famous now.
Sono nata per renderla felice.,I was born to make you happy.
Tom non studierà il francese.,Tom won't study French.
Disse che provò ad aiutarlo.,She said she tried to help him.
Mary ha un ragazzo?,Mary has a boyfriend?
Hai mangiato i miei biscotti?,Have you eaten my biscuits?
Lui possedeva una casa grande e due auto.,He possessed a large house and two cars.
Ho dormito troppo poco.,I slept too little.
Sami fece una doccia.,Sami took a shower.
Non ci ha pagati.,He didn't pay us.
Roosevelt parlò per quasi un'ora.,Roosevelt spoke for almost an hour.
Tom ha tre minuti per farlo.,Tom has three minutes to do it.
C'è uno scandalo riguardante Tom.,There's a scandal about Tom.
Noi vogliamo tutti che loro siano felici.,We all want them to be happy.
Quand'è il tuo prossimo spettacolo?,When is your next show?
Non c'erano giapponesi in questo paese.,There were no Japanese in this country.
Perché sei così tetro?,Why are you so glum?
Lui è un fan dell'opera in klingon.,He's a fan of Klingon opera.
"Mary è una sciatrice piuttosto brava, vero?","Mary is a pretty good skier, isn't she?"
Piaceranno a Tom.,Tom will like them.
Tom sapeva cosa stava per succedere.,Tom knew what was about to happen.
"Che cosa c'è in questa scatola, Ziri?","What's in this box, Ziri?"
Non volevo che Tom mi odiasse.,I didn't want Tom to hate me.
Tu piaci davvero a Tom.,Tom does like you.
Non mi ha mai ascoltato.,You never listened to me.
Quanto è distante la biblioteca da qui?,How far is the library from here?
Vai d'accordo coi tuoi fratelli?,Do you get along with your brothers?
Io non l'ho ancora detta a Tom.,I haven't told Tom yet.
Potete giocare fuori se volete.,You can play outside if you want to.
Sami cercò di baciarmi.,Sami tried to kiss me.
Tom mi chiese di cantare.,Tom asked me to sing.
Resterò a casa questa sera.,I'll stay home tonight.
Non ho aspettato una spiegazione.,I didn't wait for an explanation.
Tom e Mary hanno raccolto dei fiori.,Tom and Mary gathered flowers.
Ha venduto la sua automobile tre settimane fa.,He sold his car three weeks ago.
Questa sì che è una sfida.,Now that's a challenge.
Hai bisogno di amore.,You need love.
Mary voleva che Tom la lasciasse da sola.,Mary wanted Tom to leave her alone.
Tornerò a Boston.,I'll go back to Boston.
Ci pensiamo molto.,We think about that a lot.
Spero che avrà successo.,I hope that he will succeed.
Il ragazzo ha la maggiore quantità di frutta.,The boy has the greatest amount of fruit.
Dan e Linda sono andati in un ristorante.,Dan and Linda went to a restaurant.
Io non parlo dei miei insegnanti.,I don't talk about my teachers.
Non rimpianse la sua decisione.,He did not regret his decision.
Io sto camminando da oltre quattro ore.,I have been walking for over four hours.
Ho preparato del tè con il miele.,I made tea with honey.
Lei sembrava arrabbiata.,She looked angry.
L'ho riconosciuta immediatamente.,I recognized her at first glance.
Che dovrei fare con loro?,What am I supposed to do with them?
Divertitevi in Europa.,Have fun in Europe.
L'onestà non è garanzia di successo.,Honesty is no guarantee of success.
I suoi baci mi portano in paradiso.,Her kisses take me to heaven.
Ne ho spostato uno.,I moved one.
Ciò che dice suona strano.,What she says sounds strange.
Volta a destra là.,Turn right there.
Questa è la mia nuova auto.,This is my new car.
Le ha fatte arrabbiare.,That made them angry.
Voi state dicendo che Tom è un ladro?,Are you saying Tom is a thief?
Mio fratello è ambidestro.,My brother is ambidextrous.
"Per favore, vada a casa.",Please go home.
Fadil rubò una macchina.,Fadil stole a car.
Quanti hamburger avete comprato?,How many hamburgers did you buy?
Io non sono di queste parti.,I'm not from around here.
Tom è già ancora nei guai.,Tom is already in trouble again.
"L'Albania si chiama ""Shqipëria"" in albanese.","Albania is called ""Shqipëria"" in Albanian."
Sei sempre stata un po' squilibrata.,You've always been a little cracked.
Sto imparando Toki Pona.,I am learning Toki Pona.
Ha dei tatuaggi sulle braccia.,She has tattoos on her arms.
Sto ancora lavorando con Tom.,I'm still working with Tom.
Tom è stato indiscreto.,Tom was indiscreet.
Cosa avete fatto a Tom?,What have you done to Tom?
Ho già una ragazza.,I already have a girlfriend.
Iniziamo con il caffè.,Let's start with coffee.
Hai visto le mie chiavi?,Have you seen my keys?
Ti piacciono gli ananas?,Do you like pineapples?
Se solo smettesse di piovere!,If only the rain would stop!
Sono quella che l'ha ucciso.,I'm the one who killed him.
Lei ci piace davvero.,We do like her.
Mi disse che era confuso.,He told me that he was confused.
"Chi è, la vostra ragazza?","Who is she, your girlfriend?"
Tom è diventato molto famoso.,Tom has gotten very famous.
L'avete capito male.,You've got it wrong.
Ha bisogno di ascoltarlo.,She needs to listen to him.
Che cosa ne pensi del mio costume?,What do you think of my costume?
Chi scrive delle lettere al giorno d'oggi?,Who writes letters nowadays?
Tom rimase ucciso nell'esplosione.,Tom was killed in the explosion.
Voglio che tu venga qui.,I want you to come here.
È solo fortuna.,It's just luck.
State davvero andando a Boston?,Are you really going to Boston?
Si versi un po' di caffè.,Pour yourself some coffee.
Tom ha mai visitato Boston?,Has Tom ever visited Boston?
Ding sta giocando al computer.,Ding is playing on the computer.
Sta annaffiando il giardino.,He is watering the garden.
È un po' gelosa.,She's a bit jealous.
Lei si tolse la camicia.,She removed her shirt.
Perché qualcuno vorrebbe attaccare Tatoeba?,Why would anyone want to attack Tatoeba?
Si intromise nella sua vita privata.,He intruded on her privacy.
Gli consigliò quali libri leggere.,She advised him on what books to read.
Temo che non sia accettabile.,I'm afraid that's not acceptable.
Berrò il caffè.,I will drink the coffee.
Perché non voleva andare a Boston?,Why didn't you want to go to Boston?
Collocate Puerto Rico su una mappa.,Locate Puerto Rico on a map.
Quello che stai dicendo è vero?,Is what you're saying true?
Ho chiesto l'aiuto di mio padre.,I asked for my father's help.
Pensate veramente che Tom sia preoccupato?,Do you really think Tom is worried?
Io penso che Tom sia ipersensibile.,I think Tom is intense.
"Potete chiudere quella finestra, per favore?",Can you please close that window?
Se ci aiuta saremo tutti felici.,Everyone will be happy if you help us.
Lui rispose in maniera maleducata.,He made a rude reply.
Lei ama l'hijab.,She loves hijab.
Dovremmo avere tutte paura.,We should all be afraid.
"Mary ha già finito, vero?","Mary is finished already, isn't she?"
È un giovane direttore di talento.,He's a talented young director.
Mi chiedo se il PC sia buono.,I wonder if the PC is good.
Aiutatemi a sbucciare le uova.,Help me peel the eggs.
Mary mi disse che voleva insegnare il francese.,Mary told me she wanted to teach French.
Io ho giurato che non lo farei mai.,I swore I'd never do that.
Quando è stato pubblicato questo libro?,When was this book published?
Incontrarti è sempre un grande piacere.,Meeting you is always a great pleasure.
Non nuotate nel fiume.,Don't swim in the river.
Io sto servendo i tavoli.,I'm waiting tables.
La Russia fa parte dell'Europa o dell'Asia?,Is Russia part of Europe or Asia?
Il telefono sta morendo.,The phone's dying.
Tom pensa che l'abbia fatto Mary?,Does Tom think Mary did it?
Dovrete andarvene adesso.,You'll have to leave now.
Lavoro per lui.,I work for him.
Ziri ha sempre avuto del cibo.,Ziri always had food.
Loro ci credono.,They believe it.
Tom e Mary sono disperati ora.,Tom and Mary are desperate now.
Si tirò fuori la camicia dai pantaloni.,He pulled his shirt out of his trousers.
Il nuovo museo apre lunedì prossimo.,The new museum opens next Monday.
"È mio zio, non mio padre.","He's my uncle, not my father."
Sarà di ritorno per le cinque.,He'll be back by five o'clock.
"Mangiate più frutta, per favore.","Eat more fruit, please."
Mi disse che avrebbe aspettato.,She told me she'd wait.
Siete andati alla scuola d'arte?,Did you go to art school?
Lo statista è degno di rispetto.,The statesman is worthy of respect.
Fyodor visitò la sua insegnante.,Fyodor visited his teacher.
Tom ha detto a Mary che era infelice.,Tom told Mary he was unhappy.
Mike beve solo acqua in bottiglia.,Mike only drinks bottled water.
Quante disgrazie hanno sofferto questi poveri bambini!,How many misfortunes these poor children have suffered!
Tom ha dei segreti.,Tom keeps secrets.
Il signor White iniziò presto a sentirsi colpevole.,Mr White soon began to feel guilty.
Sono nella casa.,I am in the house.
A me mancherà il sorriso di Tom.,I'm going to miss Tom's smile.
Disse che si sentiva obbligato ad aiutare.,He said he felt obligated to help.
Ne ho presa una per Natale.,I got one for Christmas.
Questa è una fotografia della famiglia di Tom.,This is a picture of Tom's family.
"Sento della musica, e tu?","I hear music, and you?"
Tu sei in guai seri.,You are in serious trouble.
Tu hai distrutto la mia BMW!,You destroyed my BMW!
Mary mi disse che era diabetica.,Mary told me that she was diabetic.
Noi abbiamo un gatto e un cane.,We have a cat and a dog.
Gli uccelli costruiscono dei nidi.,Birds build nests.
Tom è il mio solo fratello.,Tom is my only brother.
Questo suo libro non è assolutamente interessante.,This book of his isn't interesting at all.
Sei felice qui?,Are you happy here?
Loro erano pacifiste.,They were pacifists.
Hanno venduto la loro macchina tre settimane fa.,They sold their car three weeks ago.
Piace a tutti noi andare in bici.,We all like to ride bikes.
Non sei mai stato negli Stati Uniti.,You've never been to the US.
Ha rotto i suoi occhiali.,She broke her glasses.
La domanda era impossibile da rispondere per noi.,The question was impossible for us to answer.
Non potete lasciarlo vincere.,You can't let him win.
Forse riusciamo a risolvere i tuoi problemi.,Maybe we can solve your problems.
Tom vuole solo il mio denaro.,Tom just wants my money.
Loro sono importanti per te?,Are they important to you?
Sami guida una macchina gialla.,Sami drives a yellow car.
Mary avrebbe potuto farlo da sola.,Mary could've done that by herself.
Questa casa e questo terreno sono miei!,This house and this land are mine!
Io non mi sono fermato.,I didn't stop.
Ha qualche relazione con quel gruppo.,She has some relation to that group.
C'è qualcosa di nuovo?,Is there anything new?
Loro ce l'hanno.,They have got it.
L'uomo maldestro invidiava il suo straordinario talento.,The clumsy man envied her extraordinary talent.
Non siete il problema.,You're not the problem.
Sono mancata a qualcuno?,Did anyone miss me?
A volte faccio fatica a parlare inglese.,Sometimes I struggle to speak English.
Sono le nove e un quarto del mattino.,It's a quarter past nine in the morning.
Voi non potete dirmi cosa fare.,You can't tell me what to do.
Non ha tutte le informazioni.,You don't have all the information.
"Mary è davvero vecchia, vero?","Mary is really old, isn't she?"
Sono arrivate ieri.,They arrived yesterday.
Tom ha nascosto alcuni fogli dietro la schiena.,Tom hid some papers behind his back.
La necessità è la madre dell'invenzione.,Necessity is the mother of invention.
Tom era paralizzato dalla paura.,Tom was paralyzed with fear.
Morì per mancanza di ossigeno.,He died from lack of oxygen.
Lui era un bell'uomo.,He was a handsome man.
Cosa fa nel pomeriggio?,What do you do in the afternoon?
È ciò che hanno fatto Tom e Mary.,That's what Tom and Mary did.
Ho deciso di comprare un'auto.,I decided to buy a car.
Non ve lo meritate.,You don't deserve this.
Mary sta chattando con i suoi amici.,Mary is chatting with her friends.
"È molto motivato, vero?","He's very motivated, isn't he?"
A me piace contribuire a Tatoeba.,I enjoy contributing to Tatoeba.
Qualcuno l'ha visto.,Somebody saw you.
Tom ha urlato contro Mary.,Tom hollered at Mary.
Mi devi una spiegazione.,You owe me an explanation.
Avrà sicuramente successo nel suo nuovo impiego.,He will surely succeed in his new job.
Mary era mia amica.,Mary was my friend.
Perché stiamo aiutando Tom?,Why are we helping Tom?
Le ha dato tutto.,He gave her everything.
Non sto mangiando questa insalata di patate.,I'm not eating this potato salad.
"Mi piacerebbe, però non posso.","I'd like to, but I can't."
Dammi un bacio.,Give me a kiss.
Perché le odi così tanto?,Why do you hate them so much?
Deve aver studiato duramente l'inglese.,He must have studied English hard.
Riusciamo a dimostrarla?,Can we prove it?
Non mi piace il vino bianco.,I don't like white wine.
Hai mai visto uno di questi?,Have you ever seen one of these?
A me non piace la mia vicina.,I don't like my neighbour.
Ci sono diversi tipi di caffè.,There are various kinds of coffee.
Dovrebbe continuare a studiare.,You should continue to study.
Tom ha finalmente risposto.,Tom finally answered.
Volevano solamente essere lasciati da soli.,They just wanted to be left alone.
Lei non voleva finire nei guai.,She didn't want to get in trouble.
Tom è sul punto di piangere.,Tom is on the verge of crying.
Non l'ha visto a cena?,Didn't you see him at dinner?
Disse che era davvero malata.,She said that she was really sick.
Lei ha del lavoro da fare.,You've got work to do.
"Mary è irritata, vero?","Mary is irritated, isn't she?"
L'omicidio è un atto mostruoso.,Murder is a monstrous act.
Non lasciare che quel cane mi si avvicini!,Don't let that dog come near me!
"Lei quale consiglierebbe, spaghetti o pizza?","Which would you recommend, spaghetti or pizza?"
"Se me lo chiedete, è Tom il problema.","If you ask me, Tom is the problem."
Tatoeba è un sito web per le traduzioni.,Tatoeba is a translation website.
Gli abitanti della città applaudirono.,The townspeople cheered.
Dice che è ricca.,She says she's rich.
Perché ci sono delle stelle nel cielo?,Why are there stars in the sky?
Non ha mai detto nulla sull'Islam.,He never said anything about Islam.
"Tom è allergico al miele, ricordi?","Tom's allergic to honey, remember?"
Avete perso la vostra chiave?,Did you lose your key?
L'hai fatto per Tom?,Did you do that for Tom?
Perché non provate a fissarlo?,Why don't you try to fix it?
Tu sei un bel ragazzo.,You're a cutie.
"Dopo attenta considerazione, abbiamo accettato la sua offerta.","After much consideration, we accepted his offer."
Beviamo alla vostra salute!,Let's drink to your health!
Tom era nell'elenco.,Tom was on the list.
Dove li avete scambiati?,Where did you exchange them?
Sono sposata e ho una figlia.,I am married and I have a daughter.
Tom è un obiettore di coscienza.,Tom is a conscientious objector.
La rosa è rosa.,The rose is pink.
Halloween era la settimana scorsa.,Halloween was last week.
Le metterete in imbarazzo.,You'll embarrass them.
Tom ha afferrato la coda del suo cane.,Tom grabbed his dog's tail.
Mi tenne un posto.,He kept a seat for me.
Presi in prestito un libro dalla biblioteca.,I borrowed a book from the library.
Tom aveva paura di farlo da solo.,Tom was afraid to do it by himself.
Non gli importa dei suoi vestiti.,He is careless about his clothes.
Come ha imparato a parlare?,How did you learn to speak?
Avete visto un lupo?,Did you see a wolf?
Passò la serata a leggere un libro.,He spent the evening reading a book.
Parli con lei e basta.,Just talk with her.
Comprai della sabbia.,I bought sand.
Lo aiutò con il suo lavoro.,She helped him with his work.
È inutile lamentarsi del tempo atmosferico.,It is no use complaining about the weather.
Voglio cavalcare un pony!,I want to ride a pony!
Io ho già letto questo libro.,I have read this book before.
Lasci andare il motore.,Leave the engine running.
Baciò la sua mano.,She kissed his hand.
"Ora che sono un insegnante, la penso diversamente.","Now I am a teacher, I think otherwise."
Tom mi disse che era forte.,Tom told me he was strong.
Vuole andare o no?,Do you want to go or not?
Fa affidamento su di me.,He relies on me.
Sono spaventata dall'esame.,I'm scared of the exam.
Continuarono a lavorare per ore.,They went on working for hours.
Non mi lasciate qui da sola.,Don't leave me here alone.
Mi sarei presa cura di Tom.,I would've taken care of Tom.
Perché siete arrabbiati con lei?,Why are you mad at her?
Ero impaurito quando lo vidi.,I was frightened when I saw that.
Non rinuncerò mai ai miei obiettivi.,I'll never give up on my goals.
Tom si è preso il suo tempo.,Tom took his time.
Sa che non le mentirò.,You know I won't lie to you.
Restò ammutolita per qualche secondo.,She remained mute for a few seconds.
Abbiamo ricevuto molti ordini dagli Stati Uniti.,We have received many orders from the U.S.
Le piace farlo?,Do you like doing that?
Sto aspettando lei.,I'm waiting for her.
Continuate la vostra analisi.,Continue your analysis.
Volevo che veniste.,I wanted you to come.
Lei è una ragazza gentile.,She is a kind girl.
Tom fa ciò che gli viene detto.,Tom does what he's told.
Rimise la lettera al suo posto.,He put the letter back in its place.
Ti piacciono le farfalle tonde?,Do you like farfalle tonde pasta?
Verranno se le chiami.,They'll come if you call them.
Non mi aspettavo che questo capitasse oggi.,I didn't expect this to happen today.
Puoi utilizzare la mia nuova vettura.,You may use my new car.
Pensate che Tom sia veramente dispiaciuto?,Do you think Tom is really sorry?
Era una stanza piccola e disadorna.,"It was a small, unadorned room."
Tom era di buonumore oggi.,Tom was in a good mood today.
"Mary vi ha baciate, vero?","Mary kissed you, didn't she?"
Non riusciamo a dimostrare niente.,We can't prove anything.
Le piume dei merli sono nere.,The blackbirds' feathers are black.
Perché aveva bisogno di andare?,Why did you need to go?
Mi ha passato il suo raffreddore.,He gave his cold to me.
Tom è misericordioso.,Tom is merciful.
Avresti dovuto considerare questo.,You should've considered this.
"Ti piacciono le arance, vero?","You like oranges, don't you?"
Ci siamo sposati sette anni fa.,We married seven years ago.
Avete dato da mangiare al gatto?,Have you fed the cat?
"Tom è arrogante, vero?","Tom is arrogant, isn't he?"
Ha comprato una macchina da cucire per lei.,He bought a sewing machine for her.
Mi piace il football.,I like football.
Io amo Tatoeba!,I love Tatoeba!
La nostra amicizia è rimasta solida.,Our friendship remained firm.
Che cosa sappiamo su di lei?,What do we know about her?
Lo apprezzo così tanto.,I appreciate this so much.
Non preoccuparti. Sarò subito di ritorno.,Don't worry. I'll be right back.
Ci vorrà troppo tempo.,It's going to take too long.
Io desidero compagnia.,I long for company.
Sami è un buon padre.,Sami is a good father.
Le bistecche erano grigliate alla perfezione.,The steaks were grilled to perfection.
Io non lo conosco neanche Tom.,I don't even know Tom.
Lei viene continuamente interrotta.,She's continuously interrupted.
Presi in prestito dei soldi da lui.,I borrowed money from him.
Lui ha negato di averlo fatto.,He denied having done it.
Questa non è una ditta molto buona.,This isn't a very good company.
Sono veramente orgogliosa di lei.,I'm really proud of her.
Tom si lamenta sempre di qualcosa.,Tom is always complaining about something.
Perché Tom non lo fa mai?,Why doesn't Tom ever do that?
Dove li ha restituiti?,Where did you return them?
Compra del cibo per gatti.,Buy some cat food.
Tom raccolse delle mele.,Tom picked some apples.
Gli ho detto che era impegnata.,I told him you were busy.
Tom ha visto Mary mangiare una mela.,Tom saw Mary eating an apple.
"A loro piace cantare, vero?","They like to sing, don't they?"
Non parcheggi qua.,Don't park here.
Abbiamo finito di parlare di lei.,We're done talking about her.
Tom sta guardando un film.,Tom is watching a movie.
Ecco i fatti.,Here are the facts.
Non era gentile.,He wasn't nice.
Prendi la mia scatola degli attrezzi.,Get my tool box.
Tom è sempre stato solo.,Tom has always been alone.
Il tuo cane gli abbaia contro?,Does your dog bark at him?
Tom vuole il nostro rapporto prima di pranzo.,Tom wants our report before lunch.
Sua madre mise dentro i soldi per lui.,His mother put the money in for him.
Perché è là?,Why is that there?
Ha dell'olio di oliva?,Do you have any olive oil?
Le nostre opinioni sono piuttosto differenti.,Our opinions are quite different.
Lui odiava la scuola.,He hated school.
Ho sempre odiato questo posto.,I always hated this place.
Io sto sostituendo Tom oggi.,I'm filling in for Tom today.
Tom non verrà ad abitare con noi.,Tom won't come live with us.
Tom vi ha baciate?,Did Tom kiss you?
Hanno mandato subito a chiamare un medico.,They sent for a doctor at once.
Pregheremo per lei.,We'll pray for you.
"Per favore, vieni vestito bene.",Please come dressed up.
Non so a cosa ti stai riferendo.,I don't know what you're referring to.
Lasciate che aiuti Tom con i suoi compiti.,Let me help Tom with his homework.
Stiamo facendo quello che possiamo.,We're doing what we can.
Ci lasci venire a bordo.,Let us come aboard.
Io voglio andare davvero al parco oggi.,I really wanna go to the park today.
Mary sa dove mi può trovare.,Mary knows where she can find me.
Si è messa le scarpe.,She put her shoes on.
Ero seduta nella stanza.,I was sitting in the room.
"È calma, vero?","She's calm, isn't she?"
Lui ha visitato l'Europa diverse volte.,He has visited Europe several times.
Sono molto compiaciuto.,I'm very pleased.
"Bell viveva a Londra, vero?","Bell lived in London, right?"
Solo lei può usare questo computer.,Only she can use this computer.
Il caldo è sopportabile.,The heat is bearable.
Vorrei chiamare la mia famiglia.,I'd like to call my family.
Mi sarei preso cura di Tom.,I would've taken care of Tom.
Posso parlare con lei per un minuto?,Can I talk to her for a minute?
Ha più denaro di quanto ne possa spendere.,He has more money than can be spent.
Ha rubato dalle sue amiche.,She has stolen from her friends.
Datemi un bicchiere pieno d'acqua.,Give me a full glass of water.
Tom è inarticolato.,Tom is inarticulate.
Non è sua moglie.,That's not his wife.
Prese la mia auto.,He took my car.
Tom non è giovane come noi.,Tom isn't as young as we are.
Non mi sentivo particolarmente nervosa.,I didn't feel particularly nervous.
Perse l'equilibrio e cadde.,He lost his balance and fell down.
Tom mangiò una bistecca per cena.,Tom ate steak for dinner.
Voi vorreste stare qui?,Would you like to stay here?
Ho tredici anni adesso.,I'm thirteen now.
Il mio lavoro è noioso e monotono.,My job is dull and boring.
Io voglio attraversare questo ponte.,I want to cross this bridge.
Mi sento terrorizzato da quella bambola.,I feel terrified by that doll.
Mi faccia parlare.,Let me speak.
Un gatto non è una persona.,A cat is not a person.
Chi dice che il cambiamento è buono?,Who says change is good?
Tom crede a tutto quello che dice Mary.,Tom believes everything Mary says.
Mi consigliò di andare là.,She advised me to go there.
Conto di vederti ancora.,I'm looking forward to seeing you again.
Devi annaffiare i fiori.,You need to water the flowers.
Tom ha fatto una passeggiata al parco.,Tom took a walk in the park.
È ora di andare a letto.,It's time to go to bed.
Sua zia vive in Austria.,His aunt lives in Austria.
Perché volevi che venissi qui?,Why did you want me to come here?
Ti chiamerò appena sono libera.,I'll call you as soon as I'm free.
Non voglio parlare la tua lingua.,I don't want to speak your language.
A Tom piace la matita di Mary.,Tom likes Mary's pencil.
Io non sono l'allenatore.,I'm not the coach.
Sami ha comprato un CD vuoto.,Sami bought a blank CD.
So cos'ha detto Tom.,I know what Tom said.
Per chi state lavorando adesso?,Who are you working for now?
Ora sono il tuo capo.,I'm now your boss.
La dovrei comprare?,Should I buy it?
L'Arabia è ricca di petrolio.,Arabia is rich in oil.
Perché Tom non è tornato indietro per loro?,Why didn't Tom go back for them?
Che cosa non vi è piaciuto di noi?,What didn't you like about us?
Cosa le dovrei dire?,What should I tell her?
Tom non ha visto arrivare il camion.,Tom didn't see the truck coming.
Io sono sicura di poterlo trovare.,I'm sure I can find it.
Mi devo pettinare i capelli.,I have to comb my hair.
Io faccio colazione ogni giorno.,I eat breakfast every day.
Io non voglio più lottare.,I don't want to fight anymore.
Sami si uccise intorno a Natale.,Sami killed himself around Christmas.
È il suo piccolo sporco segreto.,It's his dirty little secret.
Tom pensa che Mary potrebbe vincere.,Tom thinks Mary could win.
Riesce almeno ad aspettare fino a domani?,Can you at least wait until tomorrow?
La notizia mi venne detta da Ito.,The news was told to me by Ito.
Mi sono ammalata ad Halloween.,I got sick on Halloween.
Le devo prendere un regalo.,I've got to get her a present.
Lei è mia figlia.,She's my daughter.
Lei mi invitò a cena.,She invited me to dinner.
Il sangue avrà il DNA.,Blood will have DNA.
"È un buon lavoratore, vero?","He's a good worker, isn't he?"
Dissero che erano un po' stanchi.,They said they were a bit tired.
Tom è venuto qua molto tempo fa.,Tom came here a long time ago.
So che è ancora arrabbiata con me.,I know you're still mad at me.
Io non mordo.,I don't bite.
Non c'è acqua potabile.,There's no drinkable water.
Ha spiegato come l'ha fatto.,He explained how he did that.
Tom disse che sembravo delusa.,Tom said that I looked disappointed.
"A lui piacciono i cavalli, vero?","He likes horses, doesn't he?"
"Tom e Mary sono molto forti, vero?","Tom and Mary are very strong, aren't they?"
Voi siete le mie tre migliori amiche.,You are my three best friends.
Avete visto la mia amica?,Have you seen my friend?
È capitato più di un anno fa.,That happened over a year ago.
C'era un ristorante all'aperto.,There was an open-air restaurant.
Il ghiaccio si è sciolto.,The ice has melted.
Ho preso altro shampoo.,I got more shampoo.
Lei ha abusato della mia fiducia.,You've abused my trust.
Si deve fare del proprio meglio.,One must do one's best.
Lui passò la serata a leggere un libro.,He spent the evening reading a book.
Vorrebbe viaggiare all'estero?,Would you like to travel abroad?
Tom ama la pallacanestro.,Tom loves basketball.
Voi avete una domanda.,You have a question.
Ho abitato qui per tre anni.,I lived here for three years.
Tom e Mary sono mai stati in Australia?,Have Tom and Mary ever been to Australia?
Non ci sentono.,They don't hear us.
Tom è in Bielorussia.,Tom is in Belarus.
Cosa mangerà domani?,What'll you eat tomorrow?
Io mi sbagliavo così tanto su di loro.,I was so wrong about them.
Penso che tu sia onesto.,I believe you're honest.
Quando sarà a casa Tom?,When will Tom be home?
"Tom è con degli amici, vero?","Tom is with friends, isn't he?"
Ama molto i cani.,She is very fond of dogs.
Li puoi lasciare andare.,You can let them go.
Disse che era fortunato.,He said he was lucky.
Io non riesco neanche a immaginarlo.,I can't even imagine that.
Tom ne ha tre.,Tom has three of them.
È un semplice errore.,It's a simple mistake.
Sono caduta da un albero.,I fell from a tree.
"Mary era molto infelice, vero?","Mary was very unhappy, wasn't she?"
Tom desiderava andarsene.,Tom wished to leave.
"Rimanete in linea, per favore.","Hold the line, please."
Quand'è stata lavata quest'automobile?,When was this car washed?
Mary sa molte cose.,Mary knows many things.
Mio padre va a lavorare in bici.,My father goes to work by bike.
Ditele che saremo pronte.,Tell her we'll be ready.
Dovrai iniziare immediatamente.,You'll have to start at once.
Voglio davvero aiutarlo.,I really want to help him.
Io non ho neanche un lavoro.,I don't even have a job.
Pagai Tom in contanti.,I paid Tom in cash.
Tom è un eroe nel mio libro.,Tom is a hero in my book.
C'è qualcosa che possiamo fare?,Is there something we can do?
Ha detto che si sentiva nervoso.,He said he felt nervous.
Ha preso in prestito due libri dalla biblioteca.,He borrowed two books from the library.
Sono sconvolto per loro.,I'm upset about them.
È estremamente bello.,He is tremendously handsome.
Perché va in Australia?,Why are you going to Australia?
Tom non ha mai perdonato Mary.,Tom never forgave Mary.
Si sono arrabbiati.,They became angry.
Si sono scusate per i loro commenti.,They've apologized for their comments.
I pigiamoni sono comodi.,Onesies are comfortable.
Vi sto turbando?,Am I disturbing you?
Io non ho letteralmente nulla da fare.,I have literally nothing to do.
Tom dice di capire Mary.,Tom says he understands Mary.
Quali sono i tuoi piani per lunedì?,What are your plans for Monday?
Mary mi disse che era a casa.,Mary told me she was at home.
Ci piace fare progetti per il futuro.,We like to make plans for the future.
Mary è arrivata in Brasile.,Mary came to Brazil.
Sono sicuro che Tom verrà in orario.,I'm sure that Tom will come on time.
Tom non smetterà di farlo.,Tom won't stop doing that.
Sai la password del Wi-Fi?,Do you know the WiFi password?
Lei ha visto giorni migliori.,She has seen better days.
Non ci saremmo mai dovuti arrendere.,We should never have given up.
Il pane sta cuocendo nel forno.,The bread's baking in the oven.
Perché ho acconsentito a questo?,Why did I agree to this?
Verrà servito il pranzo.,Lunch will be served.
La mamma cucina nella cucina.,Mum cooks in the kitchen.
Come si chiama il suo professore?,What's his professor's name?
Tom sapeva che ero impegnata.,Tom knew I was busy.
Lui non guarda assolutamente la TV.,He does not watch TV at all.
Pensavo che avrei potuto trovarti qui.,I thought I might find you here.
Tom non aveva intenzione di fare del male.,Tom didn't mean any harm.
Io riesco a venire alle tre.,I can come at three.
Tom dovrebbe andare in pensione adesso.,Tom should now retire.
Sembri sapere molto su Boston.,You seem to know a lot about Boston.
Il prezzo emotivo è troppo grande.,The emotional price is too great.
Non ho mai volato su un aereo.,I've never flown in an airplane.
Non avete ancora finito.,You're not done yet.
Digli di lasciarmi da solo.,Tell him to leave me alone.
L'America andrà all'inferno.,America is going to hell.
Spero che il karma la morda nel culo!,I hope karma bites you in the ass!
Tom non sa perché Mary era in ritardo.,Tom doesn't know why Mary was late.
Raccolse una pietra.,He picked up a stone.
Ha preso il martello da lui.,She took the hammer from him.
La vedrai presto.,You'll be seeing her soon.
Devo agire ora.,I have to act now.
