word,translation
یہ ا-ب-پ جتنا آسان ہے۔,It's as easy as ABC.
ریڈیو کو کیجیےگا۔,Please turn up the radio.
بڑھائ مھربانی ریڈیو کو اونچا کریں۔,Please turn up the radio.
گھر پہ کون ہے؟,Who's at home?
مرغا ککڑو بول رہا ہے۔,The rooster is crowing.
آپ کیا پینے چاہتے ہیں، صاحب جی؟,"What would you like to drink, sir?"
آپ کیا پینے چاہتے ہیں، جناب؟,"What would you like to drink, sir?"
آپ اتنے اداس کیوں نظر آ رہے ہو؟,Why do you look so gloomy?
تم اتنے اداس کیوں لگ رہا ہو؟,Why do you look so gloomy?
میں کچھ پیسے ادھار لے سکتا ہوں؟,Could I borrow some money?
سب جاندار آکسیجن پر محتاج ہیں۔,All living things need oxygen.
سارے جاندار آکسیجن پر محتاج ہیں۔,All living things need oxygen.
ساتھ ساتھ مشق کرتے ہیں۔,Let's practice together.
بڑائ مہربانی وقفے کے بعد مجھ سے ملیں۔,Please see me after recess.
کیا میں آپ کا کاپی دیکھ سکتا ہوں؟,Can I see your notebook?
اس ریستوران کا کھانا بہت مہنگا ہے۔,The food in this restaurant is very expensive.
کونسی بلّی نے اب جنم دیا؟,Which cat just gave birth?
بڑاےٴ مہربانی اس کو پھینک دیجیے۔,Please throw this away.
ٹوم نے سنجیدگی سے اس پر نہیں سوچا۔,Tom hasn't thought this through.
ٹوم نے اس پر سنجیدگی سے سوچا ہے۔,Tom has thought this through.
ٹوم بے بسی محسوس کر رہا تھا۔,Tom felt powerless.
ٹوم نہیں مدد کر سکتا ہے۔,Tom can't help.
ایک دن، ٹوم کو سمجھ آ جاےٴگا۔,"One day, Tom will understand."
میں آپ سے پورا کا پورا منتفق ہوں۔,I agree with you one hundred percent.
ٹوم کو اپنے اوزار پسند ہیں۔,Tom loves his tools.
ٹوم سکی رسورٹ میں کام کرتا ہے۔,Tom works at a ski resort.
ٹوم اور میری نے برف کا آدمی بنایا۔,Tom and Mary made a snowman.
ٹوم گھنٹوں کو گزرتے گزرتے دیکھتا رہا۔,Tom watched the hours tick by.
لڑکیوں مین ٹوم مقبول ہے۔,Tom is popular with girls.
کیا وہ ٹوم کے لیے تحفہ ہے؟,Is it a present for Tom?
ٹوم کے لیے تحفہ ہے، ہےنا؟,"It's a present for Tom, isn't it?"
ٹوم کو کیڑا ملا۔,Tom found the bug.
ٹوم نے اپنی ظہور میں شدید تبدیلی کی۔,Tom changed his appearance drastically.
میں ٹوم کو نہیں شامل کرنا چاہتا ہوں۔,I don't want to involve Tom.
ٹوم کو رقص کے لیے دعوت ملی۔,Tom was invited to the ball.
ٹوم کو ڈرامے میں سلیقہ ہے۔,Tom has a flair for the dramatic.
ٹوم کو خوش نصیبی کا چوٹ پڑا۔,Tom had a stroke of good luck.
ٹوم سے واپس آنا کا پوچھا گیا۔,Tom was asked to return.
ٹوم کو وہ خیال کبھی نہیں آیا تھا۔,The idea had never occurred to Tom.
ٹوم قدرتی محول کا آگاہ ہے۔,Tom is environmentally conscious.
ٹوم کنفرسنس میں حاضر تھا۔,Tom attended a conference.
ٹوم بین الاقوامی کونفرنس میں حاضر تھا۔,Tom attended an international conference.
ٹوم کی گاری کی رنگدار شیشے ہیں۔,Tom's car has tinted windows.
کوئ انسانی اسمگلنگ کو روکےگا؟,Will anybody stop human trafficking?
میں نے ٹوم کی مدد کی۔,I helped Tom out.
میں اپنے بابا کے ساتھ رہتا ہوں۔,I live together with my father.
آپ سارے کہاں رہتے ہیں؟,Where do you all live?
قصور اس کا ہی ہے۔,The fault is his own.
بہت شکریہ۔,Many thanks!
تم کیسی ہو؟,How are you?
ٹام نے باقیوں سے پہلے دیکھا۔,Tom saw it before anyone else.
ہم سب پیچھے بیٹھے۔,We all sat in the back.
ہم بادلوں کے اوپر اڑ رہے ہیں۔,We're flying above the clouds.
سال بھر بہت بارش رہتی ہے۔,There's lots of rain all year.
دروازے پہ کھڑی عورت کون ہے؟,Who's the lady at the door?
آپ ان کی شائد مدد کر سکتے ہو۔,You might be able to help them.
بات کرنے کے لیے کسی کو ڈھونڈھو۔,Find somebody to talk to.
کیا انہوں نے سیٹبیلٹ پہن کے رکھا تھا؟,Were they wearing seatbelts?
میں کہیں بھی سو سکتا ہوں۔,I can sleep anywhere.
میں عموماََ چار بجے گھر جاتا ہوں۔,I usually go home at four.
آپ کا کیا ارادہ ہے؟,What's your intention?
آپ ساحلِ سمندر پہ کام کرینگے۔,You will work on the beach.
وہ آپ کے کمرے میں کیوں تھا؟,What was he doing in your room?
وہ بڑے گھر میں رہتی ہے۔,She lives in a large house.
پرندے درختوں میں بیٹھے چہچہا رہے ہیں۔,The birds are singing in the trees.
یہ کارڈبورڈ کی ڈبیاں اتنی نازک ہیں۔,These cardboard boxes are fragile.
تمہیں پہلے کچھ کپڑے تو پہنے چاہیے۔,You better put on some clothes first.
آپ اس کے ساتھ کیوں نہیں گےٴ؟,Why didn't you go with him?
وہ تمہارے لیے زیادہ عمر کا ہے۔,He's too old for you.
میں وہاں تین بار ہوکر آ چکا ہوں۔,I went there twice.
آپ کام دوبارہ کب شروع کروگے؟,When do you start to work again?
ایک نظر ڈالتے ہیں!,Let's take a look.
ٹام پانی پیتا ہے۔,Tom drinks water.
میں نے اس کو پکڑا۔,I caught him.
خواتین کا عالمی دن مبارک ہو!,Happy International Women's Day!
ایگور ڈلیوریز کر رہا ہے۔,Igor is doing deliveries.
بِل، دروازہ دیکھ کے آوٴ۔,"Bill, answer the door."
ٹام بہت گوشت کھاتا ہے۔,Tom eats lots of meat.
یہ گھوڑا نہیں ہے، گدّھا ہے۔,That's not a horse. It's a donkey.
کیا وہ سو رہی ہے؟,Is she sleeping?
یونیورسٹی جانا ایک عمدہ تجربہ تھا۔,University was a wonderful experience.
ٹام اور مَئری کو ڈر نہیں لگتا ہے۔,Tom and Mary aren't afraid.
میں اس کے ساتھ اسکول جاتا تھا۔,I went to school with her.
بلّی دھوپ سے مزہ لے رہی ہے۔,The cat is basking in the sun.
بلّی مزے سے دھوپ کھا رہی ہے۔,The cat is basking in the sun.
یہ آپ نے اچھا کیا ہے۔,You were wise to do so.
یہ آپ نے بڑی سمجھداری سے کیا ہے۔,You were wise to do so.
اس نے اپنے بچوں کو روسی زبان سکھائ۔,She learned her children Russian.
میری نظروں سے دفعہ ہو جاوٴ۔,Get out of my sight.
میری نظروں سے پرے ہو جا۔,Get out of my sight.
اس کا کتا کہاں ہے؟,Where is her dog?
میں اپنی بیوی سے پیار کرتا ہوں۔,I love my wife.
میں اپنی بیوی سے پیار کرتی ہوں۔,I love my wife.
میں اپنی بیوی کو چاہتی ہوں۔,I love my wife.
میں اپنی بیوی کو چاہتا ہوں۔,I love my wife.
وہ میری بیوی کی دوست ہے۔,She's my wife's friend.
یہ نتیجے بہت حوصلہ افزا ہیں۔,The results are very encouraging.
باہر سے وہ بالکل خوش لکتے تھے۔,"On the outside, they seemed perfectly happy."
وہ ایک قابلِ اثر جوان لڑکی ہے۔,"She's a young, impressionable teenager."
مجھے تفصیل سے کچھ نہیں پتہ ہے۔,I don't have any details.
مجھے کسی تفصیل سے اندازہ نہیں ہے۔,I don't have any details.
ٹام تعاون نہیں کر رہا ہے۔,Tom won't be cooperative.
آئندہ ہم اس کمرے میں ملیںگے۔,"From now on, we'll meet in this room."
میں ٹام کو یہاں نہیں چھوڑ سکتا ہوں۔,I can't leave Tom here.
میں ٹام کو یہاں نہیں چھوڑ سکتی ہوں۔,I can't leave Tom here.
دو کولا، براےٴ مہربانی,"Two colas, please."
میں جاکے مدد کرونگی۔,I'll go help.
میں جاکے مدد کرونگا۔,I'll go help.
آج رات ہوٹل میں ٹھہرتے ہیں۔,Let's stay at a hotel tonight.
براےٴ مہربانی پرہیز کیجیےگا۔,Please refrain.
میں ہمیشہ ناشتے میں روٹی کھاتا ہوں۔,I always eat bread for breakfast.
میں ہمیشہ ناشتے میں روٹی کھاوٴنگی۔,I always eat bread for breakfast.
میں تھی جس نے شیشہ توڑا۔,I'm the one who broke the window.
میں تھا جس نے شیشہ توڑا۔,I'm the one who broke the window.
واقعی کام آتا ہے۔,It really comes in handy.
کل صبح پوچھ لیجیےگا۔,Ask again tomorrow.
یہی ڈاکٹر کا حکم ہے۔,That's just what the doctor ordered.
کیسے ہار سکتے ہو؟,How can you lose?
یانی شاپنگ مال میں تھی۔,Yanni was at that shopping mall.
ہم ٹام کو کبھی نہیں بھولینگے۔,We'll never forget Tom.
میں ان کو کب دیکھ سکتا ہوں۔,When can I see them?
میَری متوافق الجنس ہے۔,Mary is cisgender.
میَری سسجینڈر ہے۔,Mary is cisgender.
ٹام واپس جیل جا رہا ہے۔,Tom is going back to jail.
ٹام نے اپنی بلّی اسے دے دی۔,He gave his cat to her.
آپ میری مدد کیسے کرتے؟,How would you help me?
رات کو دیر نہ جاگو۔,Don't stay up late at night.
میں تجھے اپنے پاس چاہتا ہوں۔,I want you near me.
میں تجھے اپنے پاس چاہتی ہوں۔,I want you near me.
وہ خودکشی کرنا چاہتا ہے۔,He's suicidal.
ٹیکنیشیم قدرت میں بہت کم پایا جاتا ہے۔,Technetium is rarely found in nature.
ٹیکنیشیم قدرت میں بہت کمیاب ہے۔,Technetium is rarely found in nature.
ٹیکیشیم قدرت میں بہت کم ملتا ہے۔,Technetium is rarely found in nature.
ٹام میَری سے ملنے پارک گیا۔,Tom went to the park to meet Mary.
کیا وہ آپ کی اکلوتی بیٹی ہے؟,Is she your only daughter?
ٹام نے اس کا ذکر تک نہیں کیا۔,Tom didn't even mention it.
ٹام نے اس کا ذکر بھی نہیں کیا۔,Tom didn't even mention it.
میں ایک سمندری بگلا ہوں۔,I am a seagull.
اچھا ہے، لیکن اتنا اچھا کافی نہیں ہے۔,"It's good, but not good enough."
ٹیکنالوجی اچھا تو لگنا ہی چاہیے۔,You've got to love technology.
کیا کوئ مسلہ ہے؟,Is it a problem?
میں نے سانپ کو چوہا کھاتے ہوےٴ دیکھا۔,I saw a snake eating a mouse.
میرا ایک دوست تھا جس نے فون کیا۔,It was a friend of mine who called.
میں اس کا کچھ بھی مقروض نہیں ہوں۔,I owe her nothing.
ٹام اسے نہیں بدل سکتا ہے۔,Tom can't change that.
دوائ فاضل کو زہر لگی۔,Fadil thought the medication was poison.
فاضل نے ادویا کو زہر خیال کیا۔,Fadil thought the medication was poison.
زیری نیند میں باتیں کر رہا ہے۔,Ziri is talking in his sleep.
اس نے اپنی جان اس پہ فدا کی۔,She devoted herself to him.
سیٹو پل کتنا لمبا ہے؟,How long is the Seto Bridge?
وہ مجھ سے دو گنا بڑا ہے۔,He's twice my size.
برسات کا موسم جون میں شروع ہوتا ہے۔,The rainy season begins in June.
بارش کا موسم جون میں شروع ہوتا ہے۔,The rainy season begins in June.
میں جولی کو الوداع کہنے ہوائ اڈا گیا۔,I saw Julie off at the airport.
وہ اپنے کمرے کو ہمیشہ صاف رکھتا ہے۔,He always keeps his room clean.
وہ غلط ہے۔,That's incorrect.
تمہاری کونسی گاڑی ہے؟,Which car is yours?
آپ کی کونسی گاڑی ہے؟,Which car is yours?
اپنے جوش کوٹھنڈا کرنے کی کوشش کرو۔,Try to calm down.
سکون سے رہنے کی کوشش کرو۔,Try to calm down.
کیا تم ابھی چل سکتے ہو؟,Can you still walk?
کیا آپ ابھی بھی چل سکتے ہیں؟,Can you still walk?
وہ اس کے قریب کھڑی ہو گئی۔,She stood close to him.
وہ ایک اچھا کھلاڑی ہے۔,He is a good athlete.
آپ نے کیا کہا؟,What did you say?
تم نے کیا کہا؟,What did you say?
تو نے کیا کہا؟,What did you say?
مجھے نہیں لگا کہ کوئی یہاں ہوگا۔,I didn't think anyone would be here.
کیپشن غلط ہیں۔,The captions are wrong.
عنوان غلط ہیں۔,The captions are wrong.
ہمیں تھوڑا قہوہ چاہئے۔,We need some coffee.
ہمیں تھوڑا کوفی چاہئے۔,We need some coffee.
یہ ایک پنسل کیس ہے۔,This is a pencil case.
یہ ایک پنسل پاوٴچ ہے۔,This is a pencil case.
کیا میں کے لیے تھوڑا پانی لے آوٴں؟,Shall I get some water for you?
آپ کا دوسروں پر برا اثر ہوتا ہے۔,You're a bad influence.
زیری ہسپتال میں جاگا۔,Ziri woke up in the hospital.
میں جاننا چاہتا ہوں۔,I want to know.
میں جاننا چاہتی ہوں۔,I want to know.
وہ قابلِ رحم صورتحال میں رہ رہے ہیں۔,They live in deplorable conditions.
میں اپنے ٹیٹوز اتروانا چاہتا ہوں۔,I want to get my tattoos removed.
میں اپنے ٹیٹوز اتروانا چاہتی ہوں۔,I want to get my tattoos removed.
بہت شکریہ!,Thank you very much!
آپ کا نام کیا ہے؟,What is your name?
غربی بغداد میں وسیع قبرستان تھے۔,There were vast graveyards in Western Baghdad.
آپ سنائے، بال بچے کیسے ہیں؟,"So, tell me, how are the kids?"
انٹرنیٹ کس کام کا ہے؟,What use is the internet?
شور ناقابل برداشت ہے,The noise is unbearable.
بڑی مہربانی۔,Thank you very much.
میری عمر چوبیس سال ہے۔,I am twenty-four years old.
اس بچے کا جسم مظبوط اور تندرست ہے۔,This child's body is strong and healthy.
کتابیں پڑھنا میرا مشغلہ ہے۔,Reading books is my hobby.
اس کی آنکھیں خوبصورت ہیں۔,His eyes are beautiful.
آپ کس سے ڈرتے ہیں؟,Who do you fear?
زیادہ جارحانہ انداز اختیار کرو۔,Be more aggressive.
اس نے کتاب خریدنا چاہی۔,He wanted to buy a book.
میں پاکستان سے آیا ہوں۔,I have come from Pakistan.
بندرگاہ میں برف نہیں ہے۔,There is no ice in the port.
خربوزہ خربوزے کو دیکھ کر رنگ پکڑتا ہے۔,Birds of a feather flock together.
پاکستان جنوبی ایشیاء میں واقع ہے۔,Pakistan is situated in South Asia.
اتاترک ۱۸۸۱ صدی عیسوی میں پیدا ہوئے۔,Ataturk was born in the year 1881 A.D.
میرے دوست نہیں ہیں۔,I don't have friends.
نیم حکیم، وبالِ جان۔,Little knowledge is a dangerous thing.
مجھے بس سے ڈر لگتا ہے۔,I'm scared of the bus.
کوئ بھی بات ہو تو کہہ دو,"If you have anything to say, say it."
عقل بڑی یا بھینس۔,"What's better, brains or brawn?"
میں طلاق یافتہ ہوں۔,I am divorced.
کِس لئیے؟,For what?
میرا نام علی ہے۔,My name is Ali.
یہ کس قِسم کا پرندہ ہے؟,What kind of bird is this?
بغل میں چھری، منہ میں رام رام۔,A wolf in sheep's clothing.
میں منرل واٹر کو ترجیح دیتا ہوں,I prefer mineral water.
میں وہ قرطاس دیکھنا چاہتا ہوں۔,I want to see that chart.
ریگا لٹویا کا دارالحکومت ہے۔,Riga is the capital of Latvia.
وہ بڑے ناانصافیوں کا ارتکاب کر رہے ہیں۔,They are committing great injustices.
کیا میں نے اس کا صحیح ترجمہ کیا؟,Did I translate it correctly?
ڈوبتے کو تنکے کا سہارا,Little help is worth much for the wretched.
مجھے تلاش مت کرو۔,Don't look for me.
تعلیم سب کے لیے ضروری ہے۔,Education is necessary for all.
جھار آئی اور اُجاڑ کر گئی,Winter came and made all barren.
میں وہ خاکہ دیکھنا چاہتا ہوں۔,I want to see that diagram.
بھاگتے چور کی لنگوٹی ہی سہی۔,Something is better than nothing.
چالاک مت بنکر دکھا ءو,Don't try to seem smart.
اردو ہماری قومی زبان ہے۔,Urdu is our national language.
گھر کی مرغی دال برابر۔,Familiarity breeds contempt.
بس مجھے ڈراتا ہے۔,I'm scared of the bus.
تو پھر آپ نے یہ آخر کیسے کیا؟,But when how did you finally do it?
ہم نے کئی چیزوں پر بات کی۔,We talked about many things.
میں نے نہیں سوچا کہ اتنے سارے ہونگے۔,I didn't think there would be this many.
انٹرنیٹ کس کام کے لیے ہے؟,What use is the internet?
دراصل ٹوم وہ نہیں کرنا چاہتا ہے۔,"Actually, Tom doesn't want to do that."
چور کی داڑھی میں تنکا۔,A guilty conscience needs no accuser.
میں معلم تھا۔,I was a teacher.
بچہ جیب میں، ڈھنڈوڑا شہر میں۔,It was right under your nose.
کس سے تم ڈرتے ہو؟,What do you fear?
یہ کافی خطرناک شے ہے۔,This is a rather dangerous object.
ٹام گرا,Tom fell.
کیا تم ہمیشہ اتنے غصّے میں رہتے ہو؟,Are you always this angry?
رسی جل گئ مگر بل نہ گیا۔,Burning the rope doesn't undo the knots.
ہم امن پسند لوگ ہیں,We are pacifists.
میں رنڈوا ہوں۔,I am a widower.
مجھے ‏آپ کی یہ تصویر بہت پسند ہے۔,I really like this picture of you.
ٹام نے جان بوجھ کے یہ نہیں کیا۔,Tom didn't mean to do that.
ٹام نے دروازہ کھلا چھوڑ دیا۔,Tom left the door open.
یہ آخری جملہ ہے۔,This is the last sentence.
آدمی روٹی کھا رہا ہے۔,The man is eating bread.
کیا آپ نے EQ ٹیسٹ کرایا ہے؟,Have you gotten an EQ test?
میں دو دن سے نہیں سویا۔,I haven't slept for two days.
میں بس اتنا کہنا چاہتی ہوں۔,That's all I want to say.
اس میٹر کو دیکھو۔,Look at the meter.
وہ بہت تلخی سے روئی۔,She wept very bitterly.
کیا آپ نے توڑا؟,Did you break it?
کیا تو نے توڑا؟,Did you break it?
کیا تم نے توڑا؟,Did you break it?
مئیری نے بغیر اسٹراپس والا جوڑا پہنا۔,Mary wore a strapless dress.
ٹام جنت میں تھا۔,Tom was in heaven.
ٹھیک ہے، تم جیت گئے۔,"OK, you win."
آپ صرف باہر والوں کو کیوں روکتے ہیں؟,Why did you stop only the foreigners?
میں دو بیرونی زبانیں سیکھ رہی ہوں۔,I'm learning two foreign languages.
مجھے پتہ ہے کہ کوشر نہیں ہے۔,I know it's not kosher.
مچھر کیڑے ہوں۔,Mosquitoes are insects.
میں آپ کا ہتھوڑا ادھار لے سکتا ہوں؟,Can I borrow your hammer?
مجھے مٹر پسند ہے۔,I like peas.
مجھے انڈے کی زردی بہت پسند ہے۔,I love egg yolks.
میں کیک کا ٹکڑا کھانا چاہتا ہوں۔,I want to eat a piece of cake.
برائے مہربانی پھولوں کو پانی دیجیئے۔,Please water the flowers.
اس سال زیادہ بارش نہیں ہو رہی ہے۔,It isn't raining much this year.
ہار ماننے سے بہتر مرنا پسند کروں گی۔,I'd rather die than give up.
جان ہے تو جہان ہے۔,"Where there's life, there's hope."
جہاں زندگی ہو، وہاں امید ہے۔,"Where there's life, there's hope."
زیادہ کھاوٴگے تو موٹے ہو جاوٴگے۔,"If you eat too much, you'll become fat."
زیادہ کھاوٴگی تو موٹی ہو جاوٴگی۔,"If you eat too much, you'll become fat."
میں تمہیں کم از کم گلے لگا لوں؟,Can I at least hug you?
مجھے پتہ تھا کہ چال ہے۔,I knew it was a trick.
آپ کا سر ابھی تک دکھ رہا ہے؟,Does your head still hurt?
آپ کے سر میں ابھی تک درد ہے؟,Does your head still hurt?
اچھا ہے، لیکن کافی نہیں ہے۔,"It's good, but not good enough."
ٹام کا ٦ پیک ہے۔,Tom has a six-pack.
آپ ذرا تفصیل میں جا سکتے ہیں؟,Could you please elaborate?
آپ ذرا تفصیل میں جا سکتی ہیں؟,Could you please elaborate?
یہاں مت آنا۔,Don't come here.
زیادہ کوشش نہ کرو۔,Don't try too hard.
زیادہ زورنہ لگاوٴ۔,Don't try too hard.
مجھے ناک پہ کھجلی لگ رہی ہے۔,My nose itches.
ٹام کا دل پگھل گیا ہے۔,Tom has gone soft.
آپ کا پسندیدہ پلیئر کون ہے؟,Who's your favorite player?
ٹام نے بائبل پڑھا۔,Tom read the Bible.
آپ میرے سے کبھی اتفاق نہیں کرتے ہیں۔,You never agree with me.
بس اس کا بہت ہو گیا ہے۔,That's enough of that.
بہن چود۔,For fuck's sake.
بھاڑ میں جاوٴ۔,For fuck's sake.
توبہ، چھوڑ دو اسے۔,"Jeez, give it a rest."
وہ بیسبال کا دیوانہ ہے۔,He is obsessed with baseball.
میں کل چڑیا گھر گئی۔,I went to the zoo yesterday.
میں کل چڑیا گھر گیا۔,I went to the zoo yesterday.
وہ مجرم نہیں ہے۔,He's not a criminal.
میں روزانہ ان سے قبائلی سیکھتا ہوں۔,I learn Kabyle from them everyday.
وہ مجھے ابھی ملا۔,I just got that.
وہ مجھے ابھی ملی۔,I just got that.
بس ایک نمبر لے لو۔,Just take a number.
تم سونے کیوں نہیں جاتے ہو؟,Why don't you go to sleep?
آپ سونے کیوں نہیں جاتے ہیں؟,Why don't you go to sleep?
اسے گٹار اچھی طرح بجانا آتا ہے۔,He's very good at guitar.
وہ خاص تھا۔,That was special.
میں نے خود اسے اسکول پر چھوڑا۔,I dropped her myself at school.
میں نے کہا کہ شاید جائے گا۔,I said he might go.
کیا میرے اوپر اشتباہ ہے؟,Am I under suspicion?
میں سب سے تھک گیا ہوں۔,I'm tired of everything.
میں سب سے تھک گئی ہوں۔,I'm tired of everything.
ٹام ایک ابھرتا ڈاکٹر ہے۔,Tom is a budding doctor.
کیا آپ معمار ہیں؟,Are you an architect?
ٹام نے مئیری سے ایک کتاب ادھار لی۔,Tom borrowed a book from Mary.
چھپنے کی کوئ ضرورت نہیں۔,There's no need to hide.
وہ زیادہ بولتی ہے۔,She speaks too much.
سیب کا ادھا حصہ گل سڑ چکا تھا۔,Half of the apple was rotten.
کس کے بارے میں؟,About what?
ٹام پسپا ہو رہا ہے۔,Tom is losing ground.
میں سچ مچ اسٹریلیہ سے پیار کرتی ہوں۔,I really do love Australia.
تم ٹائم ضائع نہیں کرتے۔,You don't waste time.
تیار رہو۔,Be prepared.
